spectral_centroid,spectral_bandwidth, spectral_contrast,spectral_rolloff,class
1380.3231753826642,1552.071210306783,20.398039799419532,2544.3135892427886,blues
1830.720380867479,1797.2437993293051,20.864643612668775,3668.18115234375,blues
1561.222656161565,1559.2330028201006,21.226336303146315,2842.9625525841348,blues
1796.01770951213,1756.83270513772,21.01021122204896,3647.8902493990386,blues
1148.4514654857155,1481.6406466510534,21.457189445464635,2284.4243915264424,blues
1216.5883046559188,1433.4909197986287,21.478988958155266,2248.3148662860576,blues
3193.1712824429474,2195.2616723210317,25.177899556049223,5735.4514723557695,blues
2127.6984161843575,1776.6802817427483,22.70913048382461,3853.9464393028848,blues
2447.9240579247676,2095.2247201238447,21.966869662832305,4751.549729567308,blues
1149.2944674310165,1382.2911991544436,22.226427330490672,2070.334660456731,blues
1400.3616090537726,1601.0368029381814,21.949064297735898,2739.2718975360576,blues
2622.1523400764086,2192.7668525076706,22.577815267863752,5276.048865685096,blues
1644.8241854791163,1674.631452257877,22.60937752929488,3216.729266826923,blues
1362.493194941961,1494.28215491765,22.01562255360499,2594.7509765625,blues
1781.3471463056142,1577.6333558386254,24.452276903823325,3482.4158653846152,blues
1139.5190143240532,1315.8998551427712,21.995176541674763,2388.694786658654,blues
919.430023410225,1104.8083451572443,23.471745272486842,1772.6795372596155,blues
1000.809536789764,1043.7725453891649,23.00885590470963,1869.1648512620193,blues
1719.216156952038,1783.7020456019306,22.621148874921197,3504.445988581731,blues
1284.786340324008,1142.5661103104612,23.138973607924765,2340.327899639423,blues
2078.365156339663,1798.1895758468502,23.540152598687307,3960.2045147235576,blues
1299.6135408424825,1184.9896459595818,22.466422859520556,2341.5701998197114,blues
1741.0465126157997,1556.8708367668003,23.89420193577103,3303.524639423077,blues
1679.853466948442,1486.803184072956,23.45494460892776,3073.533466045673,blues
1447.7147093075132,1754.4052106713648,21.543690718889255,2957.58544921875,blues
1275.1877775384914,1567.6955770222128,21.379601133658298,2694.3834510216348,blues
947.7401448135273,1175.7995217804967,22.51809030854821,1954.5522836538462,blues
1961.8292629474747,1899.081799027828,22.261398322765093,4070.106670673077,blues
1434.726981975189,1604.0881546599544,22.831280738795286,2824.6593299278848,blues
1227.5037004562487,1525.824412448045,21.943622302599984,2603.695537860577,blues
904.2333107551078,1126.0290443848055,22.618257092220365,1926.2278395432693,blues
1566.5392191367291,1460.5055765656034,22.62748477602634,2941.6840069110576,blues
2153.86884336061,1943.194161188506,23.008292159644324,4257.776817908654,blues
1604.2699935370115,1770.8412736310963,21.954785584649922,3326.797062800481,blues
1755.1320759486066,2015.907417027784,22.260190953538203,3831.916316105769,blues
1828.0441970332874,2058.496986113074,22.314423510215075,3943.6405123197114,blues
1663.7243863184328,1988.0542809318035,22.393816554835254,3604.0784630408652,blues
1671.9965232547825,2002.8416514906835,22.59454803383875,3651.4515099158652,blues
1755.5498890492124,2001.2593547980655,22.212499143452593,3811.5425931490386,blues
1731.5264275719194,2042.604509254853,22.267943542852077,3866.0381610576924,blues
1737.223650138671,2078.9317703239153,22.334422759603452,3942.1497521033652,blues
1719.193040264647,2038.304956665731,22.095208476711004,3745.8663236177886,blues
1691.4662712788045,2068.4679889710224,21.832195153357432,3740.234562800481,blues
1650.8432099317083,2051.751437368362,21.88191381150433,3686.070274939904,blues
1998.758309706391,2000.772634729687,22.2847402812021,4272.850060096154,blues
1892.4678033816383,2145.920962341237,19.918638019488906,4268.212139423077,blues
1821.4222055619791,1867.6093222161583,21.8795394823309,3952.2537935697114,blues
1427.171401294499,1578.4274305398558,21.339127622406668,2862.756535456731,blues
1935.9373026838468,1930.4797176192053,22.82989487151842,4088.741173377404,blues
1980.3492617105026,2295.2893190726995,19.199586431421015,4657.880295973558,blues
2118.8054944697974,2108.0750231455663,21.500913257779366,4555.597581129808,blues
1398.8280655840686,1891.9948466565513,19.112300790657244,2996.428034855769,blues
1567.4930187551477,1847.8943877800523,19.994495428608726,3391.148212139423,blues
2043.1984114876734,2117.2788095859905,22.064123932784284,4429.793982872596,blues
1361.3336967054574,1287.7397479174292,21.82525023208544,2409.5654296875,blues
1569.4900964679698,1542.5540466675996,21.348081781937978,2885.780498798077,blues
1439.3967177561626,1664.4793894997583,18.143982409266588,2996.013934795673,blues
1061.978170945534,1461.2229076818633,19.267622618551208,2100.232684795673,blues
1208.7519295495947,1385.6604057419488,20.807525535702606,2279.952110877404,blues
1287.878013554671,1334.7227716838006,21.835378286127202,2290.3046123798076,blues
1720.963461903894,1718.220168320429,23.995389523710525,3504.611628605769,blues
1719.788500895727,1919.2511889783623,20.64055176487409,3967.078575721154,blues
1500.1776429997283,1565.7438482877892,20.80695088982869,3072.7880859375,blues
1265.444762453277,1299.485564926118,21.12312852957031,2220.0732421875,blues
1387.9621713856034,1815.1017604932783,19.714630874209035,3007.525916466346,blues
1252.0949081986773,1688.4537203967661,20.945998568865743,2598.8919771634614,blues
1449.5351175487458,1824.923677613302,19.562996456955172,3015.062537560096,blues
1456.916182815551,1769.6809024077502,21.115013475912342,3049.2672025240386,blues
1269.9279334663768,1659.167490392454,20.248489006054,2581.3341346153848,blues
1417.1996439980355,1796.4614417096268,20.555538304595242,3071.628605769231,blues
1294.1937812237277,1719.4393999554054,20.75967085467565,2704.653132512019,blues
1293.3145552006586,1697.138586481264,22.542707642837883,2748.5477388822114,blues
1383.4756349043912,1842.186374757742,20.71137793843314,3140.4520357572114,blues
1336.1488540635248,1791.39298832755,20.365484011296797,2887.933819110577,blues
1766.86121955071,1765.2742252822284,22.94306620479713,3508.752629206731,blues
1116.0819681367818,1579.567123118318,21.07173121373659,2455.447716346154,blues
1449.0497053220035,1464.163166931865,23.47131132026821,2442.0308743990386,blues
1689.8379155358184,1702.0195099466582,22.0957530657491,3147.07763671875,blues
1476.7663342012165,1631.9528077733416,22.06527962089198,3201.904484675481,blues
979.3468912499934,1442.9331932118123,21.719719485527705,2130.9589092548076,blues
1620.1253781526473,1617.873339745338,22.800302656900087,3183.601262019231,blues
1318.1773534876236,1487.177558487518,21.113608886163185,2645.022723858173,blues
1261.2674730904114,1632.1684223116317,20.26004615430628,2620.0939002403848,blues
954.1028869835183,1411.4784351086432,22.312305096944474,2085.49072265625,blues
1124.1131103354564,1804.517302997522,20.818059172815765,2235.3121243990386,blues
1508.9314425366997,1887.502207349929,21.36916845086938,3148.899676983173,blues
1374.71124124262,1919.1305360292913,20.42703536254045,3086.78466796875,blues
1232.570524197926,1803.008220798439,21.266019272364506,2498.3484825721152,blues
1556.8428558891524,1901.6868316459604,21.355982224012973,3330.2755033052886,blues
1167.1834565676713,1815.9083068987497,20.369424368332783,2465.468937800481,blues
1210.694183025469,1779.2588694747408,21.31217556433945,2357.8857421875,blues
1703.263051842031,1910.5181529560082,23.02293160546363,3341.539024939904,blues
973.3131213781152,1719.137506000444,21.262785723157712,1831.8958458533655,blues
1420.5652418749883,1780.3513261021599,21.876813494032554,2910.3780423677886,blues
985.2838700951534,1453.699967853229,22.432022561697785,1838.0245267427886,blues
920.1774397627303,1745.175668242802,20.246342227882877,1662.6117412860576,blues
934.1521475993352,1809.0848881235934,19.64450001443897,1835.2086463341345,blues
1409.1282958983093,1781.966663202632,22.16429791224372,2901.516301081731,blues
1207.0716416774058,1731.9906801304976,21.395972118246092,2419.338191105769,blues
1255.6870587261242,1684.583994118234,22.400077315366957,2629.121281550481,blues
1187.2424645585297,1787.8908452184992,21.313445023716106,2503.648963341346,blues
1294.3598957524177,1778.4767984578714,20.9922271417422,2631.8543419471152,blues
1315.1515182978824,1822.3199444140312,20.725740749070575,2669.123347355769,blues
1263.6649880306002,1528.7072021519175,22.978262962766742,2450.3128756009614,blues
1722.292994236496,1805.6749236345368,21.644794385123433,3290.0249774639424,blues
1255.2135791280657,1971.3732973431017,20.074612006608547,2959.076209435096,blues
1546.8928564050668,1721.9701232110829,20.847706805875557,2897.29248046875,blues
1395.9342562319998,1674.3204753677844,22.089397916805442,2883.627178485577,blues
1340.931767758354,1795.9612359481187,20.362230687989605,2936.8804462139424,blues
1534.5877002746713,1734.4145384099147,21.43995592657551,3107.903771033654,blues
1575.7983547090284,1712.4727553019382,20.73420957259281,3211.4287860576924,blues
1241.175058213149,1586.7156845252728,22.193858018448953,2630.197941706731,blues
1046.6261629410708,1696.5394316317693,19.929169881234518,2177.5865760216348,blues
1561.6747015309354,1659.0321400915557,23.23269037909208,3228.3240685096152,blues
1376.6093472915927,1653.0965990657257,21.88580294659062,2631.9371619591348,blues
1538.7190074206421,1869.5463778179144,20.841278707799802,3095.729229266827,blues
1348.9316254137389,1833.6316719483884,20.42398255030826,2905.90576171875,blues
1704.9902874330367,1748.953354418757,22.097863980329635,3246.3788311298076,blues
1530.6104770080779,2004.5215678465202,20.205891781948644,3588.6739408052886,blues
1274.7065067591884,1823.7627849232038,20.692373154092415,2709.291053185096,blues
1380.4743913098032,1759.3219059393778,20.80319603273395,2779.273963341346,blues
1287.4899588722135,1952.6074526082882,19.424004875345247,2803.7886868990386,blues
1637.4823694538993,1771.042984816333,22.69468872721965,3164.5526592548076,blues
1467.7770557307297,1860.8773907347665,20.774203994018897,3178.714881310096,blues
1368.6964970689544,1590.1966562284579,22.638783196043477,2802.54638671875,blues
799.1394782624511,1308.5214179968561,21.006398710871416,1618.965594951923,blues
1380.9585204012512,1526.325914614765,21.683835425453356,2729.33349609375,blues
960.4678645700817,1360.4092766339895,21.467086489904894,1892.7685546875,blues
1304.3129182500097,1512.3843562081402,22.394521439205906,2601.625037560096,blues
907.0072608558974,1337.4623445499174,21.117891741071087,1662.2804612379807,blues
1258.4738912344683,1506.0284042522835,22.43253901828726,2459.2574368990386,blues
764.4015539745529,1270.3481836974988,20.530419556209484,1365.4535381610576,blues
1343.9518206725554,1507.3904792830801,21.489405931452747,2659.681865985577,blues
846.5289412775874,1277.2786853427801,20.801329218058576,1629.1524564302886,blues
1383.415279815799,2139.134480517074,20.21530720174556,3465.76904296875,blues
1887.2690281103612,2043.12036418817,23.225360797800104,3873.5747821514424,blues
1627.3662006422655,2067.66332301731,20.597519261984214,3633.2311072716348,blues
1523.7295095657491,2273.1833206206493,20.990829832412082,4005.4242412860576,blues
1599.358620266959,2280.414348012631,20.04145373382107,4088.07861328125,blues
1756.6832271630615,2104.0473658884375,22.38319778423522,3916.475548377404,blues
1642.1796699948356,2088.005942103428,21.41649349100567,3828.189415564904,blues
1226.5871582310488,1879.4916294652319,21.930317166077604,2547.8748497596152,blues
1399.0431399300355,1902.3969712313192,22.565861450918785,3090.677208533654,blues
1337.6940081240675,1804.0091425092878,21.917596200380828,2525.2649864783652,blues
1098.7035976392503,1440.180140332749,21.893920792557395,1875.873272235577,blues
888.6573411140627,1465.6227126700267,20.98146738511068,1715.2024489182693,blues
1297.9607226256394,1454.8329661453304,21.489332038963422,2404.264948918269,blues
1437.499150861939,1552.4415510972049,21.47555683895994,2931.414325420673,blues
920.7516925774149,1455.6028334985313,20.47369401830174,1754.4591346153845,blues
834.6752250258245,1400.614818274299,20.57987765338677,1469.309833233173,blues
1521.703542075127,1578.8152327589146,21.245404948704692,2964.790790264423,blues
1339.7026891903124,1570.4414907782077,21.26416629668062,2660.1787860576924,blues
955.2366365914719,1397.2929311892142,21.04867651270059,1775.4954176682693,blues
1703.3798399404955,1577.5769973103302,22.80213505316032,2872.7777569110576,blues
1430.0304791623826,1827.1110581224443,20.413013847752595,2979.035832331731,blues
1332.9520337656772,1908.1979802850713,19.39670157876683,2832.8585111177886,blues
1274.155076689326,1867.5012812528603,19.918789099475944,2651.3170447716348,blues
1494.2362619092467,1958.3771137117615,19.627998026262038,3236.2747896634614,blues
1404.613926209214,2058.2332115776558,19.61821452194326,3326.962702824519,blues
1348.6829863182393,1997.4324481772196,19.246192100046763,3107.986591045673,blues
1371.8130566938557,1713.3423083664509,21.39237902084064,2646.099384014423,blues
1374.5648838175418,1853.6102335594132,20.25307032893366,2984.584773137019,blues
1342.5818866141024,2049.786827874634,18.863377073076638,3109.9742713341348,blues
1549.5849489463812,1917.0368743443637,20.657942657131038,3189.5643028846152,blues
1039.1124912014786,1485.0642154850163,21.65871678531509,1650.1059194711538,blues
1155.7654639266639,1570.637869637866,23.07849887751842,2296.51611328125,blues
1206.6389558073683,1554.4254212722599,23.08273871413416,2229.5975435697114,blues
816.1969658245833,1530.7318261830121,20.35849897217943,1198.0742938701924,blues
1402.5534799023344,1554.0758676414378,23.398959165565522,2474.910419170673,blues
1150.889218501639,1513.2000668311964,21.396597285552954,2105.4503455528848,blues
616.197069824735,1311.4888423501275,20.525234282461724,870.6867863581731,blues
1394.5111554884468,1566.284592362903,23.673649851140887,2584.315655048077,blues
1118.512990224207,1485.693386828268,21.582778813115745,2140.8973106971152,blues
639.8088819966576,1337.1531196011306,20.475013545671647,943.4027569110577,blues
779.0565881166568,1406.1725202740126,20.408892918862378,1259.6095628004807,blues
1084.2822184718536,1464.3616341220456,22.090417857154005,1882.6645132211538,blues
1085.3767805479997,1486.6411966267212,21.8412639794421,1936.7459810697114,blues
1147.38850260294,1563.2398725961373,21.105918544114292,2163.1758939302886,blues
953.6973611467475,1361.9042838149126,22.351089272984208,1659.878680889423,blues
1540.4063862713301,1612.6826532255661,22.722262378507832,3208.9441856971152,blues
1288.4963464325474,1521.4731086603576,23.396554861610355,2706.1438927283652,blues
935.4829199271467,1543.847721437846,20.743574961589182,1978.7357271634614,blues
1310.4106858933828,1508.6421840438225,23.44390008462165,2246.4928260216348,blues
1456.9503820076925,1567.935027674819,23.417220633070084,2700.346491887019,blues
1017.2001590736336,1443.7262216205077,20.875138443312988,2090.7083834134614,blues
1062.2262048514049,1386.2447837559673,22.144792862489215,2163.093073918269,blues
1407.3474581975527,1460.6599144913328,22.256935252091917,2724.7783954326924,blues
1343.852191492898,1474.0283086590348,22.47416520215315,2858.3670748197114,blues
1000.4832786122425,1562.607464813878,21.093542548122286,2150.6700721153848,blues
1341.1522924307328,1595.4131632234214,21.439518984730213,2889.838679387019,blues
1467.9129127618858,1522.999069871594,22.382732466285237,2982.431452824519,blues
1034.9984364101151,1522.855364186229,21.036657689868235,2301.485314002404,blues
1264.066046552466,1421.1758700614312,23.020360793346256,2502.489483173077,blues
1195.3445746295504,1660.4757837283578,20.075493840535515,2601.7078575721152,blues
1336.215386101513,1324.0031551863813,23.18219553387659,2577.855694110577,blues
1165.5301278665152,1378.1584716047,23.3543911079975,2384.885066105769,blues
770.5351310450803,1310.7525733432744,21.296585168135238,1374.6465594951924,blues
933.0341572178432,1507.0765038203833,20.240764640321917,2005.4037710336538,blues
1149.0692540773493,1482.1826443656696,20.969199031584452,2410.227989783654,blues
1459.3336532885226,1555.7959674495069,22.196629847646687,3121.983173076923,blues
963.3067073061646,1529.986621730243,20.250801286089455,1982.0485276442307,blues
879.4431269281691,1416.9082337719303,20.258112697130212,1788.001239483173,blues
1339.8600142254202,1495.010716111052,21.84133215818768,2854.22607421875,blues
1253.6539866842222,1594.3101565316722,21.71763245716768,2818.613469050481,blues
882.2422996456303,1451.0582036129508,20.293227011173876,1861.3797701322114,blues
1302.6150526203476,1333.824426989183,22.50181851814541,2343.6407001201924,blues
954.0078422270607,1481.6744795269265,20.43940292720612,2110.25390625,blues
889.9051569389279,1476.4670628160534,20.662338399941934,1875.0450721153845,blues
1367.0931972528417,1496.317318102282,21.36090160683799,2744.323918269231,blues
1238.6889183794915,1511.7552813413695,19.880521666175014,2400.206768329327,blues
1028.5856917615229,1526.1637479014873,20.34065980278502,2201.355919471154,blues
1322.8902529123661,1433.685670068431,21.874948113323818,2464.6407376802886,blues
1133.1795633535676,1462.7806163499313,21.15208915515701,2211.4599609375,blues
1054.875436592806,1592.0856997685887,19.756451243422244,2336.8494591346152,blues
955.9019628287558,1612.7932288964764,20.606488119917234,2116.9623272235576,blues
1406.9663972415135,1576.751933056908,21.28817215603666,2816.957068810096,blues
1278.1950727317926,1549.5104871879273,21.073514384372718,2531.973407451923,blues
1259.675806777284,1669.6852010426421,22.1384750400217,2825.3218900240386,blues
1066.4478075425002,1609.9132661634249,22.048453719853377,2452.300555889423,blues
1233.8066094370802,1568.6465931145633,22.072842890005926,2412.6297701322114,blues
1275.2359130341242,1574.3972801102266,21.87551737872345,2534.789287860577,blues
1063.8798925359283,1643.824697467697,21.31747739792461,2269.268329326923,blues
1254.173267787509,1651.3909009607967,21.64414881666739,2840.7264122596152,blues
1239.7724860839885,1366.1552309051665,23.460981502103337,2042.0102163461538,blues
1301.397247966877,1469.1625240245723,23.317733517737466,2752.8543795072114,blues
1074.5191772742783,1547.1968135610625,22.30269864392386,2484.931640625,blues
1552.4108077529697,1659.3472072444251,21.80219241405077,3130.182354266827,blues
1510.6886434803605,1449.4327226871267,23.75280109494821,2880.2315579927886,blues
1568.8383430668064,1425.1735363212376,22.147535179149582,3023.344538762019,blues
1134.9289144214433,1360.9989066625067,21.886210627570275,2334.116398737981,blues
958.5866032161373,1409.4957656282138,22.5688735961945,2177.1724759615386,blues
1474.9361982116504,1491.4943795677323,22.81945812512446,2673.5128079927886,blues
1829.4161129365514,1614.1602209332839,23.790036236117764,3509.166729266827,blues
1516.5448793734586,1554.730505017272,23.967244726824784,3126.3726337139424,blues
1252.726064072227,1252.8475098202107,22.908357157037447,2208.4784405048076,blues
1069.3729622931787,1252.5866242385646,22.992811910604978,2106.609825721154,blues
895.555962580097,1455.254663749308,19.992573916628462,1851.0272686298076,blues
1259.0687312853574,1405.529729858866,21.415027853704917,2500.418982872596,blues
1377.0433303919378,1478.2655025226193,21.470388885337144,2924.0433443509614,blues
941.8944075672702,1538.3933758528415,19.770389255398182,2057.2490985576924,blues
982.4587149035543,1383.2780585278417,20.37397172052358,2035.8815354567307,blues
1355.990923461775,1398.258998729109,22.40837996600145,2825.073429987981,blues
1120.5444068119084,1484.0281187759797,20.818402796551947,2394.906287560096,blues
940.7277906485135,1428.0058813280018,20.384389317995275,2061.887019230769,blues
1727.6254097795904,2296.8609180253065,26.866855902876768,4300.015024038462,blues
1593.3752622682596,2144.1075844839106,25.269678824887894,3165.9605994591348,blues
1356.4592773033369,2053.139714598292,26.129212736429746,3261.4520733173076,blues
1897.4703538926358,2326.81981963617,27.317556560048118,4552.0363206129805,blues
1859.0289664463999,2301.9054150743364,26.01979114220388,4132.635779747596,blues
2011.4596623424952,2333.5897277441572,24.52963299491131,4388.5496168870195,blues
1505.94500327465,2193.7427399140174,25.517477137422766,3515.378230168269,blues
1522.7275919890762,2132.2833526792365,25.827216704175104,3659.236591045673,blues
1734.456271878371,2240.7945050760763,28.047689185468133,3864.547400841346,blues
1291.8972517350085,1907.9964013984893,26.648838322066485,2755.090519831731,blues
796.8771326155963,1363.858304546435,27.663220625002616,1241.720440204327,blues
1795.9439488154655,2231.0071821452557,26.447192258486567,3922.604229266827,blues
1619.1860320069563,2171.994999640701,25.974428032428495,3761.8505859375,blues
1646.5133190917504,2184.6451376343934,25.898237230644185,3678.6992938701924,blues
1592.4877043089457,2299.132273019065,25.86049204239256,4028.0341045673076,blues
1399.9143434692699,2144.283865140554,26.55709230722758,3081.070087139423,blues
1377.668211767886,2039.4613847418218,26.513680417146848,3179.1289813701924,blues
1548.4111172637015,2248.2099101533636,26.051485674130063,3917.635028545673,blues
1035.8155196009882,1739.2605619172941,27.47208551666544,1638.9252178485576,blues
989.6748324732295,1648.0394414076513,27.507195596730067,1678.3475435697114,blues
1393.103103773412,2097.3046285859946,27.4215724454542,3249.277531550481,blues
1746.543014547926,2308.7895408699396,26.220203115941576,4207.753530649038,blues
1194.4537268252757,1879.1685966581822,27.321937080622355,2462.735877403846,blues
1368.3411047802028,2103.7701746530524,26.83196063865158,3278.512995793269,blues
1327.3293037039382,2072.216672917899,28.17259561343873,2780.267803485577,blues
1201.9587482259187,1862.9331099046212,27.951191502882637,2406.5010892427886,blues
1384.5469365124793,1891.9235427883061,28.415080086717214,2899.528620793269,blues
1071.9088274614592,1518.3733173387955,28.635480224455545,2029.835674579327,blues
1550.619719401731,2233.071916871827,27.40412556306999,3784.46044921875,blues
1094.8685098977617,1811.5792569870578,28.085945259240667,1934.3442007211538,blues
1083.214775640828,1768.4852118970794,26.116726141924147,2056.6693584735576,blues
1188.0578779184448,1819.3979096417643,26.71534770384703,2046.9794170673076,blues
795.2932981696374,1502.0665660106358,26.029797535206004,1343.671875,blues
1613.4972029346668,2201.012681143576,27.16427202134122,3855.7684795673076,blues
1869.7377118813429,2258.6900913833542,26.76313618625963,4235.829514723558,blues
1662.982409643258,1987.0676820295062,26.303876762935953,3408.1263146033652,blues
1030.8846218951207,1751.6524181310965,26.62238753800962,2002.0081505408655,blues
1198.4731015686048,1779.649777948229,26.68023121632605,2580.837214543269,blues
1404.2610740929124,1972.6521639946202,25.367461082107134,3229.566368689904,blues
1279.4883295425525,1844.7582245964782,29.003281676779967,2946.073467548077,blues
916.6289061407583,1655.5729609709633,27.303081957034575,1523.2256610576924,blues
1901.8620042937714,2333.3292839750084,27.049232988419813,4449.7536057692305,blues
1300.9885925389415,1985.3358755183506,26.139329426118348,2715.005634014423,blues
1547.0454838124408,2201.8245061434063,28.659153682879577,3864.13330078125,blues
1360.3917992388929,2157.387811435066,26.75000161456546,3313.545860877404,blues
1835.3509625328754,2371.9272554819363,27.32588367016266,4708.980243389423,blues
1920.1287997569136,2370.8131154952457,26.61662880258108,4675.520958533654,blues
1447.0844963682448,2109.35739754008,25.80194870371942,3356.7779071514424,blues
1090.7501391921803,1897.4634857237513,25.758564318123554,2142.884990985577,blues
1015.6455955068384,1736.4594182604458,27.206064827335815,1781.0443584735576,blues
1492.6655505540812,2104.6040291740183,26.970766416567344,3422.619816706731,blues
1632.0864530135702,2218.710099256929,25.788726313472807,3767.565166766827,blues
1430.4935937634518,2112.2722922297658,26.15092660188648,3261.7833533653848,blues
1386.007368446271,2091.2684404259803,26.085157230654463,3124.053673377404,blues
1251.9021285950512,1963.6953260199207,27.52519697287432,2583.0733548677886,blues
1792.9475188412073,2365.055061304984,27.20000197810556,4543.837139423077,blues
1786.9589688073613,2214.540949694762,25.969499495291984,4218.934232271635,blues
1636.9924311669886,2235.36288709821,27.503009975938216,4108.038236177885,blues
1497.9491199045867,2132.90821827401,26.832565559672677,3378.145470252404,blues
1480.0663079840213,2170.655835814685,25.948149384314593,3649.215369591346,blues
1565.0014161081233,2113.3552967673572,27.355855072101427,3321.3309420072114,blues
1979.0597543945828,2436.402477335487,27.018677355518562,4872.9638671875,blues
1204.9655752606363,1779.7654505580213,27.721571935538844,2004.1614708533655,blues
1133.438449605211,1681.7395263611697,26.337278408837726,2214.772761418269,blues
1564.527113222196,2203.62954195148,26.357875014069418,3836.3885967548076,blues
1702.4701224186229,2275.7936844932624,26.354167231147514,4076.649451622596,blues
1747.7928288844716,2336.825583696232,26.35883374313011,4138.267540564904,blues
1386.3938973511913,1980.3028925657734,25.94038276710103,2927.770244891827,blues
1220.0682565918464,1921.058711840549,26.180729481829925,2617.278019831731,blues
1581.895594013331,2273.0131444563417,26.24692444948228,4067.4564302884614,blues
1230.0660874340551,1862.7305409741066,26.59702214365292,2370.888484074519,blues
1232.8339698733073,1923.6408040345048,27.669531093369503,2509.4463641826924,blues
1373.5722442134108,2008.108549455775,26.82165504780709,3159.8319185697114,blues
1162.432121474403,1845.3447292494034,26.175535664212703,2395.4032076322114,blues
874.0788603846274,1592.562057971279,26.886428372064113,1404.5445838341345,blues
1294.4533295805625,1896.812993776607,27.083607489961725,2746.477238581731,blues
1278.2129996264375,1974.290095600243,28.000038226024905,2708.2972130408652,blues
1246.4139345352207,1872.7967918271233,27.88653187963522,2509.5291841947114,blues
1416.7681782254774,2101.575818137727,26.72022113954032,3396.6143329326924,blues
1389.1660785786544,2060.793053215733,26.710159470455892,3004.0474759615386,blues
1037.522118639535,1556.7872616041677,24.60196706133298,1908.2558969350962,blues
1327.1384362666136,1730.1444981761604,26.73842416892006,2747.4710787259614,blues
1622.9375085714712,1930.1138095165813,26.00019973590721,3429.3282376802886,blues
947.6198613809867,1611.6686500821743,25.962327415200196,1743.11279296875,blues
1144.676255817052,1681.607897911297,25.824461838969665,2354.324481670673,blues
1120.317522656691,1559.7849497636153,25.947872687998856,2191.9144381009614,blues
1115.375756612365,1654.7361570717842,27.44722422802174,2063.874699519231,blues
1331.2573454487497,1801.9463682189853,26.4297350723433,2632.765362079327,blues
